2372,BEST GAME I HAVE EVER PLAYED!!!
2388,Game hai
2399,Amazing everyway however I tried to update the game but when I deleted a lot of my games to do it glitched and stopped updating but I still have to get rid of my games even though I already have! Now I can't play without the update!
2407,In your next update could you bring the game back to its old style where we can create servers and make them private or not
2413,Very nice game😀😀😀👍👍👍👍😀
2428,It's the best 3d game I ever played I love the the game
2429,It a great frecking good game i cant stop playing it :) :D
2458,I think you should make another  game like pixel gun 3d
2465,I paid for 230 gems then by accident I deleted the game I got all my weapons back but the gems no so I need help and I'll give 5 stars.....just return my gems
2498,I love this game because it has hundreds of whepons to use and it is so cool because of that
2507,that is a super game install now
2521,OMG this game is amazing😢❤❤❤❤❤❤
2526,"The game idea is too good and it is well made but there is something,that the prices of weapons is too high and the upgrades even has a bigger price than the weapon itself so you must work at this poin but i loved the game"
2530,I don't talk about that. But it's be cool game be pass a leisure time
2561,"It's a fun game, and it adapts it's difficulty to your level. I just wonder when the developers will allow for players to be able to unequip their armor if they so choose."
2566,It's an amazing  game and bordom-free
2569,Great game but please add a easier way to get gems
2578,Fantastic game  Polecam Ja
2604,Nace game
2628,Awsome game I recomend it
2638,Nice game but I have a glitch where it says I have to update but I already have all the content.  Over wise good though.
2679,I love this game
2740,Good.game add.more.to.it.dow
2749,Its a great game
2753,Pixel gun 3d is the best games try game in the would
2791,I like the game
2813,This game is awesome!!!!!!!!!!!!!!!!!!!!!!!
2839,This game is really fun :&gt;
2850,Good game. I would encourage first person shooting gamers to download this piece of art.
2855,this game is really cool becuse its pixle with gun and i like gun games
2867,I like this game it's awsome it's like call of duty and minecraft together
2876,Its one of the best first person shooter game and has good graphics
2878,Is great because i love it man so it really fun to play i other people should start playing this game #lovegame
2889,"I REGRET SAYING THIS IS GOOD! AFTER I UPDATED TO 13.5.3.. MY GAME LOADING IS STUCK IN 16 PERCENT! FIX THIS OR RELEASE ANOTHER UPDATE.. IF NOT, IM GOING TO BE BANISHED FROM A VLAN BECUZ OF YOU!!"
2900,This game is so fun my friend showed me it
2925,Thid game is awesome just make sure to handle the online dating thing
2930,Its good and bad because my animal is pink and when i play a game.averyone is pink
2952,Great game im just ticked of cuz tge chest is super rigged and im always getting coins
2961,Its a Good game to play during vacation
2968,It's awesome game
2974,its a reqlly good game the graphics are good and the control's are good and the qualty is really good
3073,For  a free game this is amazing also can you make where you don't lose to much trophies because I just joined and we lost and lost a bunch of trophies and if you get to a high level your team loses all the time
3087,Every thing was great except for the fact it IT LITERALLY GET UPDATES EVERY TIME I GET ON my phone can't use THAT much storage to just download the game again please fix
3094,This game is way better than Minecraft
3106,D game full of hackers and giveEme 100 gems please and buch of of credit card user and you patched good guns and make them weak not cool man not cool make Anti hero riflle strong agin the normal anti hero riflle
3128,This game is the best of the best
3135,I love this game is so funny and cool and it has super new guns!
3152,Ti is the best game
3159,This game is really fun one of the bets shooter games ever.
3161,I love this game it's creative anni cool you can make friends and play with them I give this game 10 Billion stars I love it
3204,WHY DOES THE NEW UPTASE DOEAT WANT TO UPDA5E I CANT EVEN PLAY THE GAME PLS PLS PLS DONT LIKE THIS WAY PLS CREATOR PLS
3211,This game Is super good i tride to big buddy but i bot banner And im super sorry So please unbann mě please i had anti zero And that rainbow asaultrifle And that Dragon And Fast deth smart rocker  allmost all gatchets please unbann me im So sorry  :'(  sorry for my english  im from czech  So sorry  :-(
3235,This game is pretty good
3251,Best game ever give me more diamobnds pleas
3258,Best game in the history of games loved it !!!!!!!
3265,"Just garbage,you ruined a simple fun game,and made a gem filled glitchy  game,DONT get this game,youll just waste your time"
3296,I love this game
3317,I love this game
3334,It a super game
3338,It's amazing the controls can be hard but you'll get used to it. It's a really good game
3352,"I HAVE updated this ,still it is asking to frickin update . And besides , Alex kruetsnov doesn't have game licence."
3368,Its one of the best game I ever play but if u change device it give you back your profile but not all ur  inventory and your money or gems
3378,"No, the mega gun is too strenght please eliminate him the play is a bad game"
3384,It's a nice game good job
3423,I love this game
3432,"Amazing game, download it will be the best thing you do!"
3433,The best game ever!!!
3446,I love this game once you get used to it everything coming from controls to graphics are beautiful except for some but it's still the best game for me thank you for creating this wonderful game rilisoft.edit so my account got banned for some reason... I spent 300 dollars wow what a waste bad game and most of the time it is pay to win so 1 star!
3462,"Why is it forcing me to update when I already did?it used to be my favorite game but now,not anymore..."
3466,I love the  game
3468,This is a good game
3472,I Wanted to play a match but it WOULDN'T LET ME PLAY IT SAID I HAD TO UPDATE THE GAME WHICH I ALREADY DID
3477,Perfect game!
3480,This game good we play if we dont want to play another game And very very exciting
3482,I loved it to play this beacause its good graphics and smart reason when i choose to download this game.
3488,This game is awesome I've been playing for 4 years now I always play this game when I'm bored😆😉
3490,Fantastic game!   Awesome
3530,I love this game ever
3532,I love the game but I have the same problem that Gabriel Sanchez has. I have updated the game but it is still telling me to update it. Please fix this. I love ur game though
3539,It is so cool the best game ever so cool play it
3553,Omg thiss iss best game ever !!!!!!!!!! 😯😯
3559,"It is a good game, I'm not going to lie. But it has so many problems in its Gameplay, it becomes unbearable. To get anything, whether it is a weapon or an wearable or anything, you either go through its terrible pay-to-win system that hardly gets you what you want for the cost of ridiculousness, despite the developers putting up ""irresistible offers"" which is still bogus. Or you can grind your hours away, waiting for the 4 hour free Chest of Unforgivable RNG or play match after match after match with minuscule payouts! ""Oh boy! Double winnings! That means I get 4 coins! Now I just have to try to win 50 more times with these pathetic weapons against overpowered enemies!!!"" Not worth my time."
3563,Best game shooter 😍❤💪🔫
3574,This game is so coòooooooool
3602,I logged with my old account and it dont works i was lvl 33 and now 2 .........Stupid game
3611,Wow wow best super game
3635,I love this game
3637,Really good game but can u make Christmas weapons and cyber Santa set again I really need them.
3644,So cool I love this game !!!!!
3660,"I like this game, 'cuz..... THE GAMEPLAY IT'S FUNNNNNNN THAN OTHER WAR GAMES..."
3661,Great game
3666,A very good game to play
3677,This game is awesome but the guns are hard to get.😊😊😐😈😢and way too much space. Never mind this game is dumb now the old version was way better just please totally change everything if u do I will play the game again and put 5 stars stuff like taking out some of the armour and GET THE OLD GUNS BACK! AND THE OLD  VERSION  WAS WAY BETTER.I deleted the game it was too much space but just so u know my name was Ender Dragon
3680,Best pixel game ive ever played. Keep.up the good work
3700,Very good game! But you get not that much money i mean When you lose a match you get 1 coin but when you win you get 2-3 coins. I'll be better if you won and were on the first place you will get 10 coins or sth like this.
3704,I keep dieing and i need coins make it so its easy to get coins i like the game dont worry i dont hate
3721,Nice game!
3746,Ok It said Hey wanna play? Update your game..... Then when I come to update it it said it's updated AND IT IS..Pg2d u r bassically restricting me from playing the multiplayer battles. re u serious rn? Icant play cause i have to update the game when i already did.... Bassically waist of my money to buy new weopons when i cant use them.
3752,Is a good game for everyone around the world to play and have fun
3760,This game have very good hun I guys need to add some more they are cool and it like a😎
3761,Best game always  thought it would suck
3774,I love this game it's like your actually doing the shouting and stuff
3784,This game is the best hope for more updates
3789,This game is so awsome i paid 40 dollars on it
3803,The game is a waste of space! The control layout is horrible The guns suckfor some reason the area damage radius is extremely short! Some of the guns aren't even worth their price The armor is horrible Even the background prices are too expensive for what they do! And there are so many hackers! Please! Fix the game.
3806,ITS DA BEST BUT CAN YOU ADD MORE WORLDS AND A SURVIVAL GAME PLZ IF NOT ITS OK
3809,Best game plz reply
3816,You did a good job on this game
3820,I love the game but the loading when u start takes a long time
3838,Eh i love this game but it has it mistakes even though i like pixel gun 3d pro though but thats nistalga but good game none of the less
3849,"The game is now asking me for an update, and when i get in the app store to update the game, it doesnt show any update available; due to this, i cannot play games, get in the chat, either mini-games, fix this bug quickly please."
3853,I'm love this game to death
3867,Super best game ever even better then world war heros that game have no too many guns but this game have too much gun that are best thing in this game
3890,I i really good game and good graficts
3896,ThAt this is my best ever game
3905,Keep updating this Game because this game is so funnnnn!!!!
3909,"So one huge thing cause in going o get kicked out of my clan, it says I need to update the game but I can't update it because it won't let me so why are those on saying there is an update when I can't update the game I need to get 100+ medals at the end of the season so yeah."
3910,This game is so entertaining and I love it.
3914,Good game and nice soundtrack
3924,This friken game sucks so bad i wastet 200 gems it took me sooo long to collect them in a wepon that just to be a really good one now its trash this game should be delete it for ever.
3948,It's good but they stole call of duty gameplay like nuke town but it's sota a ok game
3949,"To developer,this game should add more money when finish a game like 15 coin for winner team and 8 coin for loser team."
3951,Beast game ever
3955,"Why the **** do you want to download freaking resources and y do u make da game so big I already tried shareit because in the play store its so freakin big and when its almost reached 500 MB it ******* restarted the download and it said ""download failed because your external storage is full""😠😠😠😠"
3957,I love this game so much I just can't tell how much I love this game
3960,I love this game it is the best game ever!!!!
3968,The Idea is amazing and I was so into the gameplay but the controls are not the best. It's still a sick game
3975,This game is like Call of Duty but pixel
3980,Almost my whole family plays this game
3983,Game is broken. I had to hit 3 headshots with the one shot sniper just to get an assist? Also when i pull out my assault shotgun all it does is tickle my enemy. But when they pull it out its 2 shot kill
3990,this game is so awsome! and so cool!!!!!!
3999,Guys download this game link in bio if you like it
4020,The best pocket game!!!👍👍👍you have so many different choices and you can play this and not get bored
4025,I think it a good game.
4027,That is one of my favorite game and I played a lot of good.ones and my cousins love this game
4038,I LOVE THIS GAME
4048,I love this game. I play everyday. Had on my other device and got a new one.when I was looking at cool  games I saw this. It was under the right categorie.
4052,Fun. It can be an amazing game and then all of a sudden it crashes. That is the major downside to the game.
4061,This is a good game
4062,This game is so hard to win but it is fun on the way way up!
4069,This game is so cool and has great weopons
4077,Coolest game ever
4098,I already downloaded the update but it still telling me to update the game so now I can't battle or doing anything
4100,AWESOME GAME LOVE IT FOREVER
4104,I love this game because it's fun
4112,"I really enjoy playing this game and I'm having a lot of fun in the process. The game play is excellent! My only issue is that I feel as though this game is very demanding for in-app purchases, especially when I've already reached such a high rank, but I haven't had enough time to gain the equipment required to compete with other players. The only resort for me would be to pay the game to have the same experience in the lower ranks. I just think this should be able to benefit all levels of players while still being able to enjoy the free content. However, I still think this is a great game that deserves much respect."
4124,I love this game I'm surprised how good this game is and I use most of my time playing this game. Keep up the good work!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
4132,This game is amazing
4134,I love this gun game best gun game ever🔫
4143,I can't stop playing this game
4151,"I really, like REALLY loved this game! It had everything I wanted in it, only minor bugs and game crashes. But it is AMAZING!"
4177,Excellent game play very good combat but still a little pay to win
4183,So much wow.It's a good game I think and it's basically Minecraft only with guns and more of a story.
4222,Best shooting game by far
4237,This game is so awesome
4238,They should be a reset button because I want to reset back to level one but it's a great game
4240,Greatest game ever made in history
4250,Great game I can't update for some reason
4254,Its a fun game you never gonna no if you win or lose
4256,I love the game but my game keeps on crashing when I play online. Please help
4257,This is the best game ever.
4258,The game is perfect
4269,It is a good game
4271,It's addictive and fun the gameplay good graphics is good overall it's good but it makes mine device slower and theirs a lot of hackers and it's very laggy but overall it's a fun and good game to play and also the guns cost a little bit more than it solid cost  but is overall good.
4287,The game is very fun
4288,This is the best game
4292,This is the best game  The graphics are awesome and they have some good guns too
4293,I really like the game
4308,This game is great but my best data is gone cause I'm on another device.  :(
