,Unnamed: 0,Rating,Review,lang,cleaned
1322,1322,4,"Weapons are unbalanced, some are waaaay too powerful than others. All of the ""good"" weapons should have a weakness, or a cheap weapon that can counter it.",en,"Weapons be unbalanced , some be waaaay too powerful than others . All of the `` good '' weapon should have a weakness , or a cheap weapon that can counter it ."
1324,1324,5,It gud,en,It gud
1325,1325,5,GUYS THIS GAME CANT GET LIKE ANYBETTER ITS TO GIID NOT TO MANY ADS OR NOTHING,en,GUYS THIS GAME CANT GET LIKE ANYBETTER ITS TO GIID NOT TO MANY ADS OR NOTHING
1329,1329,5,Awesome guns and great gameplay,en,Awesome gun and great gameplay
1334,1334,5,It's kinda like minecraft but in a shooting version,en,It 's kinda like minecraft but in a shooting version
1337,1337,5,This game is awesome I starred playing when I was only six you guys rock,en,This game be awesome I star play when I be only six you guy rock
1340,1340,5,I love it really cool guns.,en,I love it really cool gun .
1344,1344,1,I hate its?!!!!!!,en,I hate it ? exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point
1347,1347,5,Great,en,Great
1354,1354,5,Awesome Better than hoax,en,Awesome Better than hoax
1355,1355,5,I think there should be a stranger things update with a baseball bat with nails,en,I think there should be a strange thing update with a baseball bat with nail
1362,1362,5,It is so cool I just sometimes get frustrated with it,en,It be so cool I just sometimes get frustrated with it
1363,1363,5,Its just is the game to play :),en,Its just be the game to play : )
1364,1364,5,Nice game and btw can you add third person?,en,Nice game and btw can you add third person ?
1365,1365,5,I love this game,en,I love this game
1369,1369,5,Beast shooter ive  seen in a wile so cool 100\100,en,Beast shooter ive see in a wile so cool 100\100
1370,1370,5,It is the best game I ever played,en,It be the best game I ever play
1371,1371,5,they should add a gun called the cu-cu,en,they should add a gun call the cu-cu
1372,1372,5,Its the best game i the world,en,Its the best game i the world
1377,1377,5,"The controls are good, but confusing. GOOD GAME THO PPL",en,"The control be good , but confuse . GOOD GAME THO PPL"
1383,1383,5,Its pretty good,en,Its pretty good
1384,1384,4,Please give me back my gems and coins cause when an additional file or udate comes their back to zero,en,Please give me back my gem and coin cause when an additional file or udate come their back to zero
1385,1385,1,I can't load any progress from an Android phone to another this is bad please help i want to put money into the game but i know it won't load to another device,en,I ca n't load any progress from an Android phone to another this be bad please help i want to put money into the game but i know it won n't load to another device
1387,1387,5,It was so fun and I didn't have any problems,en,It be so fun and I do n't have any problem
1388,1388,1,I'm not a teenager I'm only 7 years old and you should make it so I can never get this game.,en,I 'm not a teenager I 'm only 7 year old and you should make it so I can never get this game .
1392,1392,3,This is lame pixel strike 3d is better,en,This be lame pixel strike 3d be good
1399,1399,5,It's really funny just when I snipe and die its really funny and I think the should be a update where everything 1 kill is 1 coin,en,It 's really funny just when I snipe and die it really funny and I think the should be a update where everything 1 kill be 1 coin
1401,1401,4,Its good but i bought 1000 gems and gold and got banned  so plz stop banning poeple 4 no reason,en,Its good but i buy 1000 gem and gold and get ban so plz stop ban poeple 4 no reason
1413,1413,3,Shoots are so horabal and when I move and a bullet goes at me and I move out the way it  will hit me anyways and my experience is like 😦😠,en,Shoots be so horabal and when I move and a bullet go at me and I move out the way it will hit me anyways and my experience be like 😦😠
1419,1419,5,I really love this game i just want to play all the time 💖💖💖💖💖💖💖💖👍👍👍👍👍😎😎😎😎😎,en,I really love this game i just want to play all the time 💖💖💖💖💖💖💖💖👍👍👍👍👍😎😎😎😎😎
1421,1421,4,Its not bad,en,Its not bad
1424,1424,5,Look I updated the games already but it keeps saying update game for new content but guess what! WHEN I COME TO UDATE IT SAY GAME HAS BEEN UPDATED! PLZ FIX I HAVE A LOT OF CLAN CHESTS TO UNLOCK!,en,Look I update the game already but it keep say update game for new content but guess what exclamation_point WHEN I COME TO UDATE IT SAY GAME HAS BEEN UPDATED exclamation_point PLZ FIX I HAVE A LOT OF CLAN CHESTS TO UNLOCK exclamation_point
1426,1426,5,Cool game like the update,en,Cool game like the update
1431,1431,5,I love how u made this,en,I love how u make this
1433,1433,5,"Love the game. But it still has problems. I had to delete it because it started crashing so much i couldnt even play a single match. They should make coins and gems easier to get. Also here's an idea, dual exterminators. And they should be half off if u already have exterminator ;)",en,"Love the game . But it still have problem . I have to delete it because it start crash so much i couldnt even play a single match . They should make coin and gem easy to get . Also here 's an idea , dual exterminator . And they should be half off if u already have exterminator ; )"
1434,1434,1,"Remove Gems,Remove Sandbox",en,"Remove Gems , Remove Sandbox"
1445,1445,5,Its a great porgress Working game,en,Its a great porgress Working game
1446,1446,5,ITS AWESOME!!!!! GET IT NOW!!!!!!,en,ITS AWESOME exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point GET IT NOW exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point
1448,1448,5,Great Game I wish that all of the old weapons and maps can be added back,en,Great Game I wish that all of the old weapon and map can be add back
1449,1449,5,The best game,en,The best game
1452,1452,1,Mine keeps saying to update but there no update,en,Mine keep say to update but there no update
1453,1453,5,It is an awsome game but the chests would be awsome if it gave you up to 100 gems,en,It be an awsome game but the chest would be awsome if it give you up to 100 gem
1454,1454,5,It a good game,en,It a good game
1455,1455,5,This game is really fun,en,This game be really fun
1456,1456,3,i dont know how to sync my account since im using 2mobiles. i tried  setting-sync but nothing happened.,en,i dont know how to sync my account since im use 2mobiles . i tried setting-sync but nothing happen .
1462,1462,5,Great I've been playing for 5 years,en,Great I 've be play for 5 year
1465,1465,5,The graphics are amazing and so is the game,en,The graphic be amazing and so be the game
1473,1473,5,This is the best game I ever had,en,This be the best game I ever have
1479,1479,5,Its cool,en,Its cool
1482,1482,5,It's a good game with good whatever I think it's a little too big though im about out of space on my phone. Good app tho would definitely recommend.,en,It 's a good game with good whatever I think it 's a little too big though im about out of space on my phone . Good app tho would definitely recommend .
1485,1485,5,Love it,en,Love it
1490,1490,5,IT'S SO COOL I LOVE IT SO MUCH AND SO AMAZING.,en,IT 'S SO COOL I LOVE IT SO MUCH AND SO AMAZING .
