,Unnamed: 0,Rating,Review,lang,cleaned
6998,6998,5,It's the best game it's like fortnite,en,It 's the best game it 's like fortnite
7001,7001,5,The games is fun,en,The game be fun
7005,7005,5,I love this game thank u whoever made i love this game so much thank u guys so much that's it for now thank u,en,I love this game thank u whoever make i love this game so much thank u guy so much that 's it for now thank u
7009,7009,3,It is great but it kinda does weirs things for me that I do not want to so so I rate 3 stars but other than that I like shooting playing around and it is similar to minecraft and call of duty but together makes it fun.,en,It be great but it kinda do weir thing for me that I do not want to so so I rate 3 star but other than that I like shoot play around and it be similar to minecraft and call of duty but together make it fun .
7010,7010,1,I remmember when this game was not pay to win and when this game requiered skill and not just camping in a corner with a lock on target 1 hit launcher. I have had no problems since i was here from the beginning and have aquiered most guns when they were cheap but for other free to play player's like my self i can not say the same.    #bringbacktheolddays,en,I remmember when this game be not pay to win and when this game requiered skill and not just camp in a corner with a lock on target 1 hit launcher . I have have no problem since i be here from the beginning and have aquiered most gun when they be cheap but for other free to play player 's like my self i can not say the same . # bringbacktheolddays
7011,7011,3,Too much MB needed know I can't install it so 3 stars,en,Too much MB need know I ca n't install it so 3 star
7012,7012,5,Great game,en,Great game
7013,7013,5,Has it really helped with that experience and i can tell if you're going through it or something and you won't have any trouble finding the best you want for the first couple,en,Has it really help with that experience and i can tell if you 're go through it or something and you won n't have any trouble find the best you want for the first couple
7020,7020,5,Awesome game.I spend all of my time in this!😁,en,Awesome game.I spend all of my time in this exclamation_point 😁
7026,7026,4,The graphics are good it's additive and easy to play,en,The graphic be good it 's additive and easy to play
7030,7030,5,Best game in my life now my whole class plays this  Ps can I have gems pls :),en,Best game in my life now my whole class play this Ps can I have gems pls : )
7032,7032,3,They need to fix the lag  This game always make me go back to my home screen and it says that pixel gun 3d stop running plz fix that,en,They need to fix the lag This game always make me go back to my home screen and it say that pixel gun 3d stop run plz fix that
7034,7034,5,"I live this game, the guns, the gameplay and everything about it is a very good idea",en,"I live this game , the gun , the gameplay and everything about it be a very good idea"
7036,7036,5,Awesome game ever  worldes greatest game goes to pixel gun 3d,en,Awesome game ever worldes great game go to pixel gun 3d
7037,7037,5,this game is but I cant get stuff for a low piece,en,this game be but I cant get stuff for a low piece
7038,7038,5,I Love this its awesome game wit da gun you Shoot oh yeah,en,I Love this it awesome game wit da gun you Shoot oh yeah
7039,7039,1,Updates won't work it just keeps unstalling and taking my money diamond trophy's away i was in admimt league 3 times already please fix it,en,Updates won n't work it just keep unstalling and take my money diamond trophy 's away i be in admimt league 3 time already please fix it
7041,7041,5,You guys band me with no reason,en,You guy band me with no reason
7047,7047,1,"My gazet kill quest has 23 kill but  suddenly, It was resat!!!!!! hey, please ㅜ",en,"My gazet kill quest have 23 kill but suddenly , It be resat exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point hey , please ㅜ"
7055,7055,5,It is a good game  ☺😊,en,It be a good game ☺😊
7057,7057,5,This game is the best online game i have ever played.Also the graphics are so GOOD,en,This game be the best online game i have ever played.Also the graphic be so GOOD
7058,7058,5,When are you going to give out the new campaign,en,When be you go to give out the new campaign
7060,7060,5,Love it,en,Love it
7072,7072,4,Love the game but wish to know when updates on campaign will come out I am curious to find out the ending to the story,en,Love the game but wish to know when update on campaign will come out I be curious to find out the end to the story
7076,7076,5,it  is fun and the best,en,it be fun and the best
7078,7078,5,Its ADICTIVE,en,Its ADICTIVE
7080,7080,5,So awesome must download this game,en,So awesome must download this game
7083,7083,3,It very addictive,en,It very addictive
7085,7085,5,OMG EVERYONE NEEDS THIS GAME IT'S AWESOME!!!!!!!!!!,en,OMG EVERYONE NEEDS THIS GAME IT 'S AWESOME exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point
7087,7087,5,this game is the worst game ever but its good,en,this game be the bad game ever but it good
7089,7089,5,it is the best game I ever played 😍😍😍😍😍😍😍😍😍😍😍,en,it be the best game I ever play 😍😍😍😍😍😍😍😍😍😍😍
7092,7092,5,I think this is a great game for time killing. And noob  killing.,en,I think this be a great game for time kill . And noob killing .
7097,7097,5,YA LO SE SOY UNA NENQ PERI ESTA RRE COPADO INSTALENSELO😆😆,en,YA LO SE SOY UNA NENQ PERI ESTA RRE COPADO INSTALENSELO😆😆
7098,7098,1,It's dumb,en,It 's dumb
7099,7099,4,I think you should give us more coins during battles and please fix lag problems,en,I think you should give u more coin during battle and please fix lag problem
7102,7102,1,Unable to play. The game wants me to update when i already updated.,en,Unable to play . The game want me to update when i already update .
7103,7103,5,Its so fun mini games maps wepons and others,en,Its so fun mini game map wepons and others
7107,7107,5,It was awsome to play this game its combiened mincraft and call of duty.,en,It be awsome to play this game it combiened mincraft and call of duty .
7111,7111,4,Its a good app,en,Its a good app
7113,7113,1,It's cool It's addictive  And it's really funds,en,It 's cool It 's addictive And it 's really fund
7117,7117,5,This game takes to many gb,en,This game take to many gb
7118,7118,3,Pg3d since the new update a bug was their when I click clan it brings me to a update I would give five stars but that bug is stopping me from playing fix it plzz,en,Pg3d since the new update a bug be their when I click clan it bring me to a update I would give five star but that bug be stop me from play fix it plzz
7119,7119,5,The best game ever,en,The best game ever
7121,7121,5,BEST MULTIPLAYER GAME EVER !!! I NEVER STOP PLAYING. SERIOUSLY DOWNLOAD THE GAME YOU WONT REGRET IT,en,BEST MULTIPLAYER GAME EVER exclamation_point exclamation_point exclamation_point I NEVER STOP PLAYING . SERIOUSLY DOWNLOAD THE GAME YOU WONT REGRET IT
7124,7124,1,"It is a ripoff because I took all of the games I had and deleted them to get a ""can't install Pixel Gun 3D.""",en,It be a ripoff because I take all of the game I have and delete them to get a `` ca n't install Pixel Gun 3D . ''
7126,7126,3,U do not remember me on the game,en,U do not remember me on the game
7131,7131,5,Cool,en,Cool
7132,7132,5,It a cool game!!!,en,It a cool game exclamation_point exclamation_point exclamation_point
7138,7138,5,It's worth the time to play.,en,It 's worth the time to play .
7142,7142,5,Its good,en,Its good
7145,7145,5,I love this game it has online and it is simular to minecraft,en,I love this game it have online and it be simular to minecraft
7146,7146,5,Omg good it should be a 10 star great everything but should be easier to get stuff not that much tho,en,Omg good it should be a 10 star great everything but should be easy to get stuff not that much tho
7147,7147,5,Good game it makes me want to play it all day,en,Good game it make me want to play it all day
7149,7149,5,It is good,en,It be good
7152,7152,5,Just give me the update BC I can't update or download games,en,Just give me the update BC I ca n't update or download game
7158,7158,5,This game is so cool,en,This game be so cool
7161,7161,5,Very Awesome and High quality I see now why it cost so much space,en,Very Awesome and High quality I see now why it cost so much space
7163,7163,5,I like this game so much！I have gotten a lot of the good weapons from chests and I won a lot.,en,I like this game so much！I have get a lot of the good weapon from chest and I win a lot .
7171,7171,5,This game is really fun with good graphics and its awsome,en,This game be really fun with good graphic and it awsome
7172,7172,1,I  just  wanted  to  let  you  know  what  you  think  you  can  also  be  used,en,I just want to let you know what you think you can also be use
7175,7175,3,PIXEL GUN everytime I go in my pixel gun it says new update and when I click it it doesn't say update,en,PIXEL GUN everytime I go in my pixel gun it say new update and when I click it it do n't say update
7185,7185,1,It suck I when I try to battle it keeps telling to update but I already did it,en,It suck I when I try to battle it keep tell to update but I already do it
7195,7195,1,I already updated but it won't let me play it's saying that I need to update,en,I already update but it won n't let me play it 's say that I need to update
7204,7204,5,Have sex whit me pls  cuz I'm pregnant,en,Have sex whit me pls cuz I 'm pregnant
7206,7206,5,I think it is awesome because it's Pixel Gun 3D,en,I think it be awesome because it 's Pixel Gun 3D
7208,7208,5,I like it because it has good graphics and that it's like minecraft,en,I like it because it have good graphic and that it 's like minecraft
7216,7216,5,I LOVE THIS GAME 😍😍😍😍😍😍😍,en,I LOVE THIS GAME 😍😍😍😍😍😍😍
7221,7221,5,It is lit. For the new update you should add trading with your friends,en,It be lit . For the new update you should add trade with your friend
7222,7222,5,I love it cause of the action but for campaign wheres the map that always says coming soon? Also can you make it that it doesnt take so many space cause on my phone i gotta clear soo much stuff to get it,en,I love it cause of the action but for campaign wheres the map that always say come soon ? Also can you make it that it doesnt take so many space cause on my phone i get ta clear soo much stuff to get it
7230,7230,5,It's a great game,en,It 's a great game
7234,7234,2,I like this game but the terrible thing is is that it takes up too much space on you're phone... I deleted apps to get this and it didn't work.. It wanted me to delete more apps! Be careful of this people!!,en,I like this game but the terrible thing be be that it take up too much space on you 're phone ... I delete apps to get this and it do n't work.. It want me to delete more apps exclamation_point Be careful of this people exclamation_point exclamation_point
7237,7237,5,I think you guys need the old maps  back also big buddy,en,I think you guy need the old map back also big buddy
7238,7238,1,This game is good but after updating to 13.5.3 I had to do the tutorial and create another account? Is it possible to reconnect or sign in? If this isn't fixed I'm going to uninstall this,en,This game be good but after update to 13.5.3 I have to do the tutorial and create another account ? Is it possible to reconnect or sign in ? If this be n't fix I 'm go to uninstall this
7245,7245,1,Ok. You get an ad every time u leave a game....you lose your progress i had over 1000 coins and gems and i lost them all,en,Ok. You get an ad every time u leave a game ... .you lose your progress i have over 1000 coin and gem and i lose them all
7246,7246,5,"Best multiplayer and online game i played,of course it my favourite game for the oldest version.",en,"Best multiplayer and online game i play , of course it my favourite game for the old version ."
7258,7258,4,Awsome,en,Awsome
7264,7264,1,I am absolutely dissapointed and pissed that my account is un recoverable and it wont remember me fix you stupid bug quick,en,I be absolutely dissapointed and piss that my account be un recoverable and it wont remember me fix you stupid bug quick
7268,7268,4,Takes for ever to download,en,Takes for ever to download
7276,7276,5,One thing I can say.... what on earth is the damage on the plasma spreader specialist weapon ... it takes 3 or 4 full mags to kill myself let alone the enemies .... don't get me wrong it's fun to troll people with and scare people with as it is fast firing and has area damage as well .... it's like the mega gun just worse ....... please Nerf mega gun it is way to powerful it 3 shots me at level 30 and its area damage is insane ....... over all great game though .... keep up the good work.... °ω°,en,One thing I can say ... . what on earth be the damage on the plasma spreader specialist weapon ... it take 3 or 4 full mag to kill myself let alone the enemy ... . do n't get me wrong it 's fun to troll people with and scare people with a it be fast firing and have area damage as well ... . it 's like the mega gun just bad ... ... . please Nerf mega gun it be way to powerful it 3 shot me at level 30 and it area damage be insane ... ... . over all great game though ... . keep up the good work ... . °ω°
7279,7279,5,I really think that this is a nice game game,en,I really think that this be a nice game game
7283,7283,5,It is cool!,en,It be cool exclamation_point
7285,7285,5,I really like the game but the gun prices are incredibly high😈😈😠😠,en,I really like the game but the gun price be incredibly high😈😈😠😠
7287,7287,5,The best and most addictive game on a handheld Samsung device I've played so far.. Only thing I dislike is how crowded the controls are but you can't help that.,en,The best and most addictive game on a handheld Samsung device I 've play so far.. Only thing I dislike be how crowded the control be but you ca n't help that .
7293,7293,5,I love it cause its fun and u could wear and use awesome thing,en,I love it cause it fun and u could wear and use awesome thing
7294,7294,5,Loved it,en,Loved it
7296,7296,1,"the controls are to hard to use unless you have long fingers,it's almost impossible to get a weapon even the weapon right after the starter weapons, aming is horrible,and if you loose a match it's like a kick to the face",en,"the control be to hard to use unless you have long finger , it 's almost impossible to get a weapon even the weapon right after the starter weapon , aming be horrible , and if you loose a match it 's like a kick to the face"
7297,7297,5,It is a fun game to play,en,It be a fun game to play
7301,7301,5,Minecraft  is  awesome,en,Minecraft be awesome
7303,7303,4,When are y'all gonna add the 4 map in campaign? I've been waiting for years now😥,en,When be y'all gon na add the 4 map in campaign ? I 've be wait for year now😥
7309,7309,3,It's cool,en,It 's cool
7312,7312,5,"Have online player and cool gun, pet, You can get ur own land.",en,"Have online player and cool gun , pet , You can get ur own land ."
7314,7314,1,I hate this when i go to play it says there is a update and it doesn't let me play and i go to update the game and there is no update on my app store f this game,en,I hate this when i go to play it say there be a update and it do n't let me play and i go to update the game and there be no update on my app store f this game
7316,7316,5,It's the best. Ever!!!!,en,It 's the best . Ever exclamation_point exclamation_point exclamation_point exclamation_point
7319,7319,5,Its awesome,en,Its awesome
7320,7320,5,Great,en,Great
7324,7324,5,This game is amazing,en,This game be amaze
7329,7329,1,it' was stupid,en,it ' be stupid
7330,7330,5,"Best game ever, everyone i know plays it!#poop",en,"Best game ever , everyone i know play it exclamation_point # poop"
7331,7331,4,I love the game but why we have to wait to upgrade weapons and add mics to the game The game will be even better,en,I love the game but why we have to wait to upgrade weapon and add mics to the game The game will be even well
7333,7333,5,Awsome game only wish that they made geting gems easier and also im always dieing like what do i have to do to make it stop,en,Awsome game only wish that they make get gem easier and also im always die like what do i have to do to make it stop
7334,7334,5,It was awesome it's like Minecraft in Call of Duty mixed,en,It be awesome it 's like Minecraft in Call of Duty mixed
7335,7335,5,It's good I had to destroy all my other GAMES I DON'T LIKE THAT,en,It 's good I have to destroy all my other GAMES I DO N'T LIKE THAT
7337,7337,5,Its really awesome,en,Its really awesome
7344,7344,5,I think good but I think u should do trades😁😀,en,I think good but I think u should do trades😁😀
7349,7349,5,Block,en,Block
7352,7352,5,It is  a good game,en,It be a good game
7354,7354,5,Is easy,en,Is easy
7356,7356,4,Very fun but takes a long time to get good weapons in it.,en,Very fun but take a long time to get good weapon in it .
7357,7357,5,I have played this for a few years and it was nothing but amazing I highly recommend it!,en,I have play this for a few year and it be nothing but amaze I highly recommend it exclamation_point
7361,7361,5,It's good all of is good one of my favorite games,en,It 's good all of be good one of my favorite game
7362,7362,5,Add new mape toxic blast plz   🙌🙌🙌👏👏,en,Add new mape toxic blast plz 🙌🙌🙌👏👏
7364,7364,2,I did the free gems thing for one that was 144 gems and I still haven't received it in over a week's time. Could a little assistance help with that?,en,I do the free gem thing for one that be 144 gem and I still have n't receive it in over a week 's time . Could a little assistance help with that ?
7373,7373,5,It's amazing,en,It 's amazing
7374,7374,5,thats good,en,thats good
7376,7376,5,It is such an awesome game,en,It be such an awesome game
7379,7379,5,I love  this game,en,I love this game
7380,7380,5,"I love the game, it has good graphics best of all the weapons",en,"I love the game , it have good graphic best of all the weapon"
7381,7381,5,It's awesome,en,It 's awesome
7390,7390,5,Awsome game,en,Awsome game
7396,7396,4,I wouldve given 5 star if the update would actually work for my phone but it wont go through.,en,I wouldve give 5 star if the update would actually work for my phone but it wont go through .
7398,7398,1,Take to much memory,en,Take to much memory
7399,7399,5,Its amazing Wow,en,Its amazing Wow
7401,7401,1,It sucks,en,It suck
7406,7406,5,Really really awesome,en,Really really awesome
7408,7408,5,This is a good game that should put kill cam on it tho,en,This be a good game that should put kill cam on it tho
7416,7416,5,It is a great great time waster,en,It be a great great time waster
7417,7417,5,Its an awesome game,en,Its an awesome game
7419,7419,5,Its good,en,Its good
7422,7422,5,Cool,en,Cool
7423,7423,5,I think it is great it has good graphics  it's so amazing!!!!!!!!,en,I think it be great it have good graphic it 's so amazing exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point
7424,7424,5,Good to make some friends from all of the world,en,Good to make some friend from all of the world
7425,7425,5,This Is probably the best Minecraft Related game On Mobile,en,This Is probably the best Minecraft Related game On Mobile
7431,7431,5,I like the game but they should make a refund button so u can get half of what u payed back.,en,I like the game but they should make a refund button so u can get half of what u pay back .
7436,7436,5,That pixel gun 3d is an awesome game,en,That pixel gun 3d be an awesome game
7440,7440,5,It is good game,en,It be good game
7442,7442,5,Free guns please,en,Free gun please
7446,7446,5,I couldn't update the game it was horrible,en,I could n't update the game it be horrible
7447,7447,4,I wish you can buy gems with coins that will be a lot easier,en,I wish you can buy gem with coin that will be a lot easy
7452,7452,5,This sucks .,en,This suck .
7456,7456,5,This game is amazing!,en,This game be amazing exclamation_point
7457,7457,5,This is a great game it's like cod with Minecraft I would reccommend getting it,en,This be a great game it 's like cod with Minecraft I would reccommend get it
7478,7478,1,a couple of days ago I was playing normally when out of nowhere I skipped a message saying that I would delete my account by using tricks what is a lie I would ask them to return me please. Thank you.,en,a couple of day ago I be play normally when out of nowhere I skip a message say that I would delete my account by use trick what be a lie I would ask them to return me please . Thank you .
7479,7479,5,{Corrupted} lol,en,{ Corrupted } lol
7487,7487,5,Its a great game you get too play with friend And you buy guns go to sand box thanks supercell,en,Its a great game you get too play with friend And you buy gun go to sand box thanks supercell
7493,7493,4,Umm if u could can you make thing alot cheaper everything so expensive and also can u put more things to do that are offline,en,Umm if u could can you make thing alot cheap everything so expensive and also can u put more thing to do that be offline
7497,7497,5,So cool that u can create ur own skins  😊😊😊😊,en,So cool that u can create ur own skin 😊😊😊😊
7498,7498,1,So I was installing it then it cancelled the installing,en,So I be instal it then it cancel the installing
7500,7500,5,It's the best game ever!!!!,en,It 's the best game ever exclamation_point exclamation_point exclamation_point exclamation_point
7501,7501,5,You should remove gems in the next update cause it's hard,en,You should remove gem in the next update cause it 's hard
7506,7506,4,IT'S SO FUN! But.... it takes up too much space on your phone,en,IT 'S SO FUN exclamation_point But ... . it take up too much space on your phone
7510,7510,5,I really love the snipers on this game but I don't have one I wish in the game I only had 1000 coins that's it,en,I really love the sniper on this game but I do n't have one I wish in the game I only have 1000 coin that 's it
7527,7527,5,Man this game is a BLAST if you know what I mean,en,Man this game be a BLAST if you know what I mean
7530,7530,5,I love it so much,en,I love it so much
7541,7541,5,Fing love this gwme,en,Fing love this gwme
7545,7545,5,It pretty good,en,It pretty good
7547,7547,3,i was playing on computr right whay cant i move  with the Up-Down-left-right key and cant jump with spacebar?,en,i be play on computr right whay cant i move with the Up-Down-left-right key and cant jump with spacebar ?
7548,7548,5,It's fun but can you remove the ads?,en,It 's fun but can you remove the ad ?
7553,7553,5,This game is sooooo college I play it all the time even campaign mode and I love playing online with people that are good and challenging to me😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍 😍,en,This game be sooooo college I play it all the time even campaign mode and I love play online with people that be good and challenge to me😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍 😍
7558,7558,5,Love this game download it if your just downloading this friend me  my name is ♧pro♧,en,Love this game download it if your just download this friend me my name be ♧pro♧
7560,7560,5,"This game is amazing! The quality is so good! And not to mention that you can actually roam around, I've been looking for a game like this where you can roam and fight for a long time! And I think I've found it!",en,"This game be amazing exclamation_point The quality be so good exclamation_point And not to mention that you can actually roam around , I 've be look for a game like this where you can roam and fight for a long time exclamation_point And I think I 've find it exclamation_point"
7569,7569,5,I love this game because you can talk to real people and not computer because some games you can play/talk to a computer and u can be thinking.........,en,I love this game because you can talk to real people and not computer because some game you can play/talk to a computer and u can be think ... ... ...
7571,7571,5,Awsome gameplay and a good time killer,en,Awsome gameplay and a good time killer
7575,7575,5,Perfecto,en,Perfecto
7577,7577,5,It's cool,en,It 's cool
7579,7579,5,ITS SO FUN I CANT EVEN STOP BECAUSE I ALMOST UNLOCK EVERY GAME..&lt;3,en,ITS SO FUN I CANT EVEN STOP BECAUSE I ALMOST UNLOCK EVERY GAME.. & lt ; 3
7583,7583,1,The game doesn't work but I like the game when I had it working fix this s***,en,The game do n't work but I like the game when I have it work fix this s***
7584,7584,5,This is trash,en,This be trash
7587,7587,5,😁 it's cool my name is BRICK JOHN,en,😁 it 's cool my name be BRICK JOHN
7589,7589,5,Its fantastic,en,Its fantastic
7590,7590,3,Balance the wepons pls  the some wepons are underpowered against others.,en,Balance the wepons pls the some wepons be underpowered against others .
7596,7596,4,This is a great game but there is a lot of little child's out there.,en,This be a great game but there be a lot of little child 's out there .
7600,7600,5,L love this game I love the shark gun,en,L love this game I love the shark gun
7606,7606,5,Hewh,en,Hewh
7610,7610,5,Really love this game,en,Really love this game
7614,7614,5,This is my first shooting game,en,This be my first shooting game
7616,7616,5,I like this game because it's so much fun,en,I like this game because it 's so much fun
7617,7617,4,Its one of the best game ever,en,Its one of the best game ever
7618,7618,1,I hate it becuz it uses a lot of space,en,I hate it becuz it use a lot of space
7619,7619,5,My cousin  has  this game and he recommended  this  for  me  and  he  was  right  I love  it,en,My cousin have this game and he recommend this for me and he be right I love it
7621,7621,5,It's a pretty cool game it's just asking me to updated but it won't update so that's kinda of laggy,en,It 's a pretty cool game it 's just ask me to update but it won n't update so that 's kinda of laggy
7622,7622,5,This is a good shooting game for you to play it is very fun,en,This be a good shooting game for you to play it be very fun
7624,7624,5,It gud,en,It gud
7628,7628,5,I think you should give us free coins every time you log in,en,I think you should give u free coin every time you log in
7629,7629,5,This is amazing,en,This be amaze
7631,7631,2,Its a good game but i dont like it when they ban players for no reasong,en,Its a good game but i dont like it when they ban player for no reasong
7632,7632,5,I really like it the only problem is people trying to get boyfreinds and or girlfriends in sandbox,en,I really like it the only problem be people try to get boyfreinds and or girlfriend in sandbox
7634,7634,4,It would be perfect if you could de rig the chests a but...seriously both luck chest and the event chests have given me nothing other than 3 to 5 coins and skins that I don't use (I have my own made skin),en,It would be perfect if you could de rig the chest a but ... seriously both luck chest and the event chest have give me nothing other than 3 to 5 coin and skin that I do n't use ( I have my own make skin )
7640,7640,5,It is one cool game I have played in my life,en,It be one cool game I have play in my life
7642,7642,5,Legal  top,en,Legal top
7644,7644,5,Runs smooth and can yall ad more guns that do more damage.But being able to buy them with coins,en,Runs smooth and can yall ad more gun that do more damage.But be able to buy them with coin
7645,7645,5,It's the best thing on the word.. it's just I need more space so my mom is deleting fotos and vids,en,It 's the best thing on the word.. it 's just I need more space so my mom be delete fotos and vids
7646,7646,1,Its to much space,en,Its to much space
7650,7650,5,its a good game thats have guns the age 18 up not true it is a gun game but up 9 is good,en,it a good game thats have gun the age 18 up not true it be a gun game but up 9 be good
7651,7651,4,This game was awesome! One thing that I really didn't like is that I would just start dieing because I was a level 30 and I was going up against like level 39. I got killed right away. Overall The game was awesome.,en,This game be awesome exclamation_point One thing that I really do n't like be that I would just start die because I be a level 30 and I be go up against like level 39 . I get kill right away . Overall The game be awesome .
7652,7652,5,Cool game we old recomiendo,en,Cool game we old recomiendo
7653,7653,5,This is so fun and awsome,en,This be so fun and awsome
7660,7660,5,My friends love it and so I do to,en,My friend love it and so I do to
7665,7665,5,"The newest update is exstrem lagy, i have had the game in over 4-5 years and it have never bind SO lagy. Fix it plz, its an awsom game but, just fix it, and soon, very soon",en,"The new update be exstrem lagy , i have have the game in over 4-5 year and it have never bind SO lagy . Fix it plz , it an awsom game but , just fix it , and soon , very soon"
7667,7667,5,Its asome,en,Its asome
7673,7673,5,My son loves  this game plz give him 10000$,en,My son love this game plz give him 10000 $
7678,7678,5,My mind is blown   This game has all the things u need it helps me with stress I have it's just amazing thank u for creating this game,en,My mind be blow This game have all the thing u need it help me with stress I have it 's just amazing thank u for create this game
7682,7682,5,Love this game my favorite weapon is the engineer exoskeleton,en,Love this game my favorite weapon be the engineer exoskeleton
7686,7686,5,Great work but the thing that I don't like is the online dating and they make themselves naked🤔,en,Great work but the thing that I do n't like be the online dating and they make themselves naked🤔
7691,7691,5,I like it cuz its a good and its a fun game,en,I like it cuz it a good and it a fun game
7697,7697,5,No ads ok its so annoying,en,No ad ok it so annoying
7698,7698,5,Ca like thes game,en,Ca like thes game
7701,7701,5,I love it needs more updates,en,I love it need more update
7704,7704,5,I love it it show my inner tomboy,en,I love it it show my inner tomboy
7708,7708,5,It is addictive and fun. I love the game. me,en,It be addictive and fun . I love the game . me
7713,7713,5,I think it is the greatest thing ever,en,I think it be the great thing ever
7714,7714,5,Is a cool game and who made this is a cool guy,en,Is a cool game and who make this be a cool guy
7719,7719,5,Best shooting game,en,Best shooting game
7722,7722,5,I love this game by far best game on my tablet,en,I love this game by far best game on my tablet
7726,7726,5,Thank you for your help to to update this game,en,Thank you for your help to to update this game
7730,7730,5,I LOVE THIS GAME!!!!! But it is too inopropeit for my parents. Make it less violent.,en,I LOVE THIS GAME exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point But it be too inopropeit for my parent . Make it less violent .
7733,7733,5,It is 10000000000  gooood,en,It be 10000000000 gooood
7737,7737,5,It is to fun,en,It be to fun
7739,7739,5,Best game bc the graphics are good and the guns are nice and it is da best,en,Best game bc the graphic be good and the gun be nice and it be da best
7740,7740,5,It's really amazing  And fun,en,It 's really amazing And fun
7741,7741,4,"Can you add more effects for when you die, like disingration, or ashes?",en,"Can you add more effect for when you die , like disingration , or ash ?"
7742,7742,5,Cool as ship,en,Cool a ship
7754,7754,5,Pixel gun is THE BEST first person shooter (it reminds me of call of duty 😆😆),en,Pixel gun be THE BEST first person shooter ( it remind me of call of duty 😆😆 )
7758,7758,5,Great game it has lots of weapons you can buy and once you level up and get good guns it really fun,en,Great game it have lot of weapon you can buy and once you level up and get good gun it really fun
7760,7760,5,OGULEM FAJNA GRA OSTATNIO DROPLEM Z LUCKY CHESTA SAMURAI I DIABŁA CZASEM GRAM NA 60 FPS LAGUJE MI TOTALNIE WIĘC GRAM NA 30 DZISIAJ WBILEM ADAMENT LEAGE . CHCIAŁBYM POGRAĆ TEŹ NA TEAM DEATMATCH I ŻEBY BRONIĘ ZA GEMY BYŁY TROCHE TAŃSZE 《⊙__⊙》,en,OGULEM FAJNA GRA OSTATNIO DROPLEM Z LUCKY CHESTA SAMURAI I DIABŁA CZASEM GRAM NA 60 FPS LAGUJE MI TOTALNIE WIĘC GRAM NA 30 DZISIAJ WBILEM ADAMENT LEAGE . CHCIAŁBYM POGRAĆ TEŹ NA TEAM DEATMATCH I ŻEBY BRONIĘ ZA GEMY BYŁY TROCHE TAŃSZE 《⊙__⊙》
7771,7771,4,"It is a great game but 2 things wrong. 1 the controls are annoying. 2 it takes up a lot of data. Other than that, great game!",en,"It be a great game but 2 thing wrong . 1 the control be annoy . 2 it take up a lot of data . Other than that , great game exclamation_point"
7780,7780,5,It  is awesome,en,It be awesome
7781,7781,5,Coolcool,en,Coolcool
7785,7785,4,I like it really awesome.,en,I like it really awesome .
7792,7792,5,It is awesome the graphics are very good and it is so fun to play,en,It be awesome the graphic be very good and it be so fun to play
7797,7797,1,Greedy bastards,en,Greedy bastard
7807,7807,4,"I like it but i do not lt. it good but not. i do not know why, but my full pinion is that I love it.✌😀",en,"I like it but i do not lt. it good but not . i do not know why , but my full pinion be that I love it.✌😀"
7811,7811,3,What up,en,What up
7812,7812,5,I love this game,en,I love this game
7814,7814,5,Its awesome  😎,en,Its awesome 😎
7819,7819,5,Super fun u can make lots of friends although u should add a septic Sam and tiny box tm pet. At a certain level you get a really rare egg and you can either hatch septic Sam or tiny box tim. U should totally add day,en,Super fun u can make lot of friend although u should add a septic Sam and tiny box tm pet . At a certain level you get a really rare egg and you can either hatch septic Sam or tiny box tim . U should totally add day
7828,7828,5,This is amazing nice work I loved it even my brotherdoes,en,This be amazing nice work I love it even my brotherdoes
7829,7829,5,The best game on earth I ever playe   This is the best game ever on history,en,The best game on earth I ever playe This be the best game ever on history
7830,7830,5,I HAD THIS GAME WHEN IT FIRST CAME OUT YESSSSSS oh and I would like it if u could add your own skins 😽,en,I HAD THIS GAME WHEN IT FIRST CAME OUT YESSSSSS oh and I would like it if u could add your own skin 😽
7831,7831,5,It's Fun And Shooting And It's AWESOME!!!,en,It 's Fun And Shooting And It 's AWESOME exclamation_point exclamation_point exclamation_point
7832,7832,5,THIS IS THE BEST GAME EVER wait it's in 6th place of best games but... INSTALL THIS RIGHT NOW,en,THIS IS THE BEST GAME EVER wait it 's in 6th place of best game but ... INSTALL THIS RIGHT NOW
7836,7836,5,This is the best game on the phone I can play it for days now for years 😎📱😎📱,en,This be the best game on the phone I can play it for day now for year 😎📱😎📱
7839,7839,5,I loved it its full of action and very addictive,en,I love it it full of action and very addictive
